P,K,temperature,humidity,ph,rainfall,temperature_min,phenological_stage,leaf_area_index,spad_value,GDD,Cumulative_GDD,Phenological_Stage_Num,Normalized_SPAD,Growth_Stage,Leaf_Age,Fertilizer_Type,Irrigation_mm,Crop_Yield_g_per_plant,Plant_Variety,Epigenetic_Markers,Soil_Nitrogen
69,80,19.07937684,17.86754927,8.165359297,69.40619137,14.92112003,Panicle Initiation,2.00583747,36.65810808,7.000248434,2728.657637,2,0.182478811,2991.663474,3,DAP,20,104,Variety_B,65.16474095,63.41852698
79,77,18.54988627,16.02542689,7.64867466,76.32565249,16.49743619,Flowering,4.535985294,43.88482399,7.523661228,2736.181298,3,1.01631511,3003.717283,4,DAP,20,88,Variety_B,60.92187275,75.9207455
56,85,18.19903647,17.41333199,6.545888558,80.6405403,16.18928136,Panicle Initiation,3.118965223,27.2263315,7.194158915,2743.375457,2,-0.94070094,3009.494422,3,Urea,20,82.5,Variety_B,59.01381372,47.1015535
72,75,18.88852533,14.99451145,7.104224797,80.1113384,16.17970493,Germination,2.892814233,46.34787646,7.534115129,2750.909572,0,1.417267565,3015.802386,1,DAP,20,99,Variety_B,61.31520074,80.18182628
73,85,18.49311205,14.72115044,7.358099622,91.94595352,14.7468383,Flowering,2.426085615,24.69124916,6.619975177,2757.529547,3,-1.217461988,3025.955633,4,DAP,20,107.5,Variety_B,64.97267981,42.71586105
64,82,19.48974337,17.17260319,6.4740245,87.51312796,16.78692097,Maturity,4.938512794,37.58127571,8.138332168,2765.667879,4,0.297310437,3038.606392,5,Urea,20,84,Variety_B,59.86661364,65.01560698
73,79,17.25769499,18.74943955,7.840339389,94.00287214,12.44744818,Germination,3.612551307,23.05476117,4.852571586,2770.520451,0,-1.348749148,3039.133002,1,DAP,20,102,Variety_B,64.4820014,39.88473682
75,75,19.62416326,18.71483156,7.064790365,88.4585692,17.62740967,Tillering,2.330594219,47.85300242,8.625786466,2779.146237,1,1.363731869,3048.476831,2,DAP,20,89.5,Variety_B,61.8459553,82.78569419
59,78,20.67526473,19.85388984,7.599033472,84.78344008,17.78743269,Maturity,1.116243374,26.76021526,9.23134871,2788.377586,4,-0.992329045,3060.493829,5,DAP,20,90.5,Variety_B,62.3564709,46.2951724
69,82,20.02381489,16.63294455,6.715587232,68.97806542,18.60602996,Germination,4.855240733,32.90920386,9.314922424,2797.692508,0,-0.178551309,3070.547749,1,Urea,20,96,Variety_B,62.85535057,56.93292268
56,85,20.1187446,14.44228303,6.81712422,88.68168643,16.43935718,Panicle Initiation,3.064098546,43.11357189,8.279050892,2805.971559,2,0.951225417,3080.035658,3,Urea,20,96.5,Variety_B,61.25891389,74.58647937
76,80,20.65691793,15.84572566,7.985417393,65.23811143,18.85650675,Germination,2.368181336,23.46999417,9.756712341,2815.728272,0,-1.299440955,3088.096453,1,DAP,20,95,Variety_B,63.57688044,40.60308991
74,83,19.2582557,14.2804191,7.545258424,65.78042032,15.12444912,Panicle Initiation,3.782933309,22.1709039,7.191352408,2822.919624,2,-1.542724732,3099.702557,3,DAP,20,99.5,Variety_B,63.27066688,38.35566375
71,79,17.927806,15.85622899,7.728998197,74.63872762,15.47754386,Panicle Initiation,3.027353189,32.01321908,6.702674929,2829.622299,2,-0.370656139,3106.649652,3,DAP,20,92,Variety_B,61.03663581,55.38286901
73,79,19.16288268,15.83500655,7.354973451,82.69766829,17.20337927,Tillering,3.733336026,34.42000515,8.183130973,2837.80543,1,-0.108485519,3115.538766,2,DAP,20,89.5,Variety_B,60.99564042,59.54660891
70,79,20.26942271,19.96978871,7.313122235,69.64449182,18.02494856,Tillering,1.595542275,48.5849569,9.147185634,2846.952615,1,1.443951949,3123.548158,2,DAP,20,89.5,Variety_B,63.18053678,84.05197544
57,75,17.09104223,18.25142068,7.785039076,87.27444866,14.17090642,Tillering,3.119379257,49.88072854,5.630974325,2852.58359,1,1.585964747,3131.702969,2,DAP,20,94.5,Variety_B,60.23315068,86.29366037
79,82,17.06579293,17.54024066,6.307004923,70.87150577,14.36912412,Panicle Initiation,4.963656701,38.3630259,5.717458523,2858.301048,2,0.385508342,3141.264705,3,Urea,20,94,Variety_B,62.48064046,66.36803481
71,85,20.62767492,14.44008871,6.403982316,92.06630306,18.79768553,Germination,3.348219281,46.42314344,9.712680226,2868.013729,0,1.426205388,3148.361948,1,Urea,20,94,Variety_B,62.21350371,80.31203815
76,82,20.8248451,17.85057083,7.599279991,79.20509212,18.80416543,Tillering,4.894294694,23.05071296,9.814505267,2877.828234,1,-1.354526838,3161.722529,2,DAP,20,94.5,Variety_B,64.71479145,39.87773342
75,84,19.46210401,18.72831993,7.217018459,68.81405149,16.08920359,Maturity,2.892379173,48.68990848,7.775653798,2885.603888,4,1.621222402,3171.496267,5,DAP,20,96,Variety_B,64.97921264,84.23354167
80,77,17.18248372,16.42891834,7.561108006,72.85017344,12.88563698,Maturity,4.727228361,28.87860795,5.034060352,2890.637948,4,-0.739861843,3179.365176,5,DAP,20,102,Variety_B,63.42411746,49.95999175
62,80,17.48911699,16.39055394,7.489545074,79.45758333,13.37765544,Germination,3.668229276,37.01291342,5.433386217,2896.071334,0,0.308757027,3180.739563,1,DAP,20,98,Variety_B,61.48465081,64.03234022
79,78,17.48395377,14.76014523,6.609696734,65.11365631,14.2353623,Flowering,1.899729168,33.49537166,5.859658035,2901.930992,3,-0.192824973,3188.830721,4,Urea,20,102,Variety_B,62.23947216,57.94699297
57,83,19.48316794,17.44534641,7.476800943,80.4986291,15.47081544,Panicle Initiation,3.945131873,46.58880487,7.476991689,2909.407984,2,1.365072298,3198.353116,3,DAP,20,87.5,Variety_B,60.80202095,80.59863243
73,77,19.71359733,18.09665739,7.325451279,73.64476535,18.65386106,Flowering,3.782265059,40.41192706,9.183729197,2918.591713,3,0.612134143,3209.373978,4,DAP,20,101.5,Variety_B,64.32903839,69.91263381
61,78,19.48649305,16.06240074,6.489389282,81.5284269,17.77838719,Flowering,3.189327566,39.70999731,8.632440122,2927.224153,3,0.530442504,3218.413481,4,Urea,20,92,Variety_B,59.81943116,68.69829535
78,79,19.95264829,14.82633099,7.786366322,88.6810311,15.7958791,Germination,2.356135951,20.63083864,7.874263697,2935.098417,0,-1.63658571,3223.454553,1,DAP,20,97,Variety_B,63.0660446,35.69135085
75,81,19.41789736,16.80472243,6.408437886,68.4951189,18.15233588,Germination,1.615768086,44.06862596,8.785116621,2943.883534,0,1.146610554,3232.499302,1,Urea,20,93,Variety_B,62.31458289,76.23872291
55,82,19.45591848,18.02235902,8.423873703,78.44910564,15.97807767,Germination,3.891001154,40.36075479,7.716998075,2951.600532,0,0.706307335,3243.491533,1,DAP,20,87,Variety_B,61.14787112,69.82410579
65,76,20.19137759,16.41998269,8.719960893,77.33795356,17.89647329,Flowering,2.922856388,49.00985645,9.04392544,2960.644457,3,1.612774093,3255.567313,4,DAP,20,97,Variety_B,62.61851892,84.78705166
60,85,18.8392908,14.74071856,7.811997977,94.78189594,15.11557101,Maturity,3.257334288,22.21775658,6.977430904,2967.621888,4,-1.533693183,3264.879222,5,DAP,20,83.5,Variety_B,59.29327439,38.43671888
61,78,20.71219282,19.83643308,6.317153205,94.03659867,17.92136679,Tillering,3.134821675,48.85344203,9.316779803,2976.938668,1,1.473377137,3272.073489,2,Urea,20,99.5,Variety_B,63.59338559,84.51645471
67,77,18.99424448,15.9362937,7.114405288,78.69707199,16.23834122,Tillering,1.002863783,49.61961914,7.61629285,2984.554961,1,1.557347918,3278.557824,2,DAP,20,93,Variety_B,60.53448781,85.84194111
76,76,19.96837462,15.57324389,8.135900726,69.15759062,17.76505033,Maturity,4.641869003,24.55990644,8.866712473,2993.421673,4,-1.254558902,3295.063542,5,DAP,20,95.5,Variety_B,62.55551223,42.48863814
63,76,17.81564548,17.60756635,7.714153038,90.82097601,15.42905406,Germination,4.59691556,47.30042271,6.622349769,3000.044023,0,1.530380767,3298.640938,1,DAP,20,87,Variety_B,59.45853319,81.82973129
65,82,20.71424384,15.27824066,7.103798069,76.77888672,17.52386713,Germination,2.396875896,47.40295807,9.119055483,3009.163078,0,1.542556662,3306.559954,1,DAP,20,88.5,Variety_B,60.78709671,82.00711746
56,78,17.34150229,18.75626255,8.861479668,67.9545435,13.91940686,Flowering,1.869984584,48.97846033,5.630454573,3014.793533,3,1.609120165,3315.663518,4,DAP,20,95.5,Variety_B,61.93161999,84.73273637
65,78,17.43732714,14.33847406,7.861128148,73.0926704,13.44250915,Panicle Initiation,1.850534409,24.40513086,5.439918144,3020.233451,2,-1.276662612,3321.083985,3,DAP,20,95.5,Variety_B,60.06084477,42.22087639
56,83,18.89780215,19.76182946,7.4526709,69.09512477,14.71761224,Tillering,1.322521069,24.83272262,6.807707193,3027.041158,1,-1.159223768,3327.363679,2,DAP,20,87.5,Variety_B,61.61163813,42.96061013
58,75,18.59190771,14.77959596,7.168096055,89.60982451,16.26046795,Flowering,1.849138413,34.0918585,7.426187828,3034.467346,3,-0.123404938,3338.316485,4,DAP,20,86.5,Variety_B,57.2274187,58.97891521
69,82,18.31561493,15.36143547,7.26311855,81.78710463,13.48217798,Flowering,2.826062426,28.63197811,5.898896455,3040.366243,3,-0.758834028,3346.192305,4,DAP,20,100,Variety_B,62.66483484,49.53332213
60,25,17.13692774,20.59541693,5.68597166,128.256862,13.17848156,Germination,2.444075227,27.12956156,5.157704648,3045.523947,0,-0.864873727,3348.968022,1,NPK,20,49,Variety_B,41.36406256,46.9341415
70,16,19.63474332,18.90705639,5.759237003,106.3598183,15.74218512,Maturity,1.605868499,32.14733312,7.688464222,3053.212411,4,-0.350299559,3360.81828,5,NPK,20,55.5,Variety_B,42.06296772,55.6148863
55,22,22.91350245,21.33953114,5.873171894,109.225556,20.87442824,Maturity,4.210805258,37.75029787,11.89396534,3065.106377,4,0.317454272,3376.317182,5,NPK,20,54,Variety_B,44.05906969,65.30801532
64,16,16.43340342,24.24045875,5.926676985,140.3717815,14.06814963,Maturity,3.584435414,27.68817531,5.250776526,3070.357153,4,-0.88173601,3381.941589,5,NPK,20,60,Variety_B,43.84959693,47.90054329
61,20,22.13974653,23.02251117,5.95561668,76.64128258,18.4246996,Tillering,2.632776234,23.0262108,10.28222307,3080.639376,1,-1.357212203,3389.272153,2,NPK,20,41.5,Variety_B,42.3405242,39.83534468
65,22,17.84806561,18.77621951,5.949949081,143.0984171,13.7696685,Maturity,1.188864026,37.24505775,5.808867054,3086.448243,4,0.257240431,3397.637107,5,NPK,20,56.5,Variety_B,42.29730545,64.43394991
57,21,19.88394011,20.31564139,5.789214289,60.91974792,18.76983743,Germination,4.918589005,28.20798405,9.326888768,3095.775132,0,-0.736812942,3407.693721,1,NPK,20,47.5,Variety_B,40.98492531,48.79981241
80,18,19.32509638,23.3334788,5.581021521,104.7783947,17.1683264,Flowering,1.414488893,39.85832515,8.246711392,3104.021844,3,0.54770512,3416.436332,4,NPK,20,62,Variety_B,46.74539086,68.95490251
59,17,18.4167001,23.42829938,5.689858133,132.9801054,17.15373166,Germination,3.834412452,26.13928408,7.785215879,3111.807059,0,-0.982467446,3424.641472,1,NPK,20,46.5,Variety_B,41.09474461,45.22096146
59,22,21.81167649,23.20591245,5.794158504,130.0608093,19.13926161,Germination,1.946289143,22.94330589,10.47546905,3122.282529,0,-1.361984268,3434.228818,1,NPK,20,54,Variety_B,44.90412192,39.69191919
58,24,19.72702528,18.28173015,5.748190463,143.7630894,16.09817587,Maturity,4.364043323,35.10794386,7.912600573,3130.195129,4,0.002542062,3449.559172,5,NPK,20,55,Variety_B,42.08058946,60.73674288
57,19,17.15432954,19.87070659,5.566522896,87.99669731,13.75761547,Panicle Initiation,2.144605575,49.26434445,5.455972505,3135.651102,2,1.683687975,3451.795707,3,NPK,20,50.5,Variety_B,39.73699885,85.2273159
80,17,19.62207826,18.67170854,5.809419584,144.1567454,14.73672066,Germination,2.155689547,26.30090017,7.17939946,3142.830501,0,-0.963275817,3457.986191,1,NPK,20,62.5,Variety_B,44.57033732,45.50055729
60,22,21.63149148,21.17919701,5.887263027,134.3649948,19.18903446,Germination,3.798333787,39.75882661,10.41026297,3153.240764,0,0.634829417,3471.039098,1,NPK,20,53.5,Variety_B,43.87455291,68.78277004
78,23,16.06522754,18.72479695,5.99812453,88.06638775,13.82844199,Flowering,1.874179588,21.80312821,4.946834767,3158.187599,3,-1.553585846,3478.061778,4,NPK,20,56.5,Variety_B,43.08736421,37.7194118
77,25,20.61162204,24.36314135,5.792744849,69.63833855,15.9616936,Tillering,2.843262994,38.20632787,8.286657822,3166.474257,1,0.306484426,3486.31752,2,NPK,20,54,Variety_B,47.4018664,66.09694722
79,17,21.42451099,20.39659714,5.912289889,116.5206923,19.21192067,Flowering,3.907482725,27.96865906,10.31821583,3176.792472,3,-0.836032095,3500.699955,4,NPK,20,59,Variety_B,45.4154769,48.38578017
80,15,19.07096165,21.21092266,5.788386951,86.21917578,16.82144441,Flowering,1.34147119,31.22511167,7.946203032,3184.738675,3,-0.457041244,3507.080147,4,NPK,20,61,Variety_B,44.90687816,54.01944319
55,23,21.18853178,19.63438599,5.728233081,137.1948633,19.16033723,Maturity,3.980186378,28.96781368,10.1744345,3194.91311,4,-0.729230424,3521.893296,5,NPK,20,44,Variety_B,40.62954556,50.11431767
65,20,23.0429097,22.42610972,5.833940084,108.3684316,19.50899197,Flowering,4.470051033,37.81122614,11.27595084,3206.189061,3,0.30946066,3533.659112,4,NPK,20,54,Variety_B,45.23058279,65.41342122
78,16,20.65375833,23.10538637,5.967533236,67.71768947,17.41025688,Tillering,4.992006783,20.14888133,9.032007606,3215.221068,1,-1.672559136,3542.213075,2,NPK,20,56.5,Variety_B,45.69471646,34.8575647
65,25,18.09551014,18.29318436,5.625096446,144.7902323,16.5965448,Germination,1.905156574,21.66537002,7.346027468,3222.567096,0,-1.513736918,3546.472252,1,NPK,20,54.5,Variety_B,42.1598541,37.48109013
70,19,18.23775702,21.07643273,5.515615023,69.44951585,14.0845487,Panicle Initiation,2.319848928,35.1535149,6.16115286,3228.728249,2,0.003304869,3556.048098,3,NPK,20,55.5,Variety_B,43.04268819,60.81558078
64,22,17.48189735,18.8251973,5.954665349,121.9401369,14.19348841,Flowering,2.348733529,20.14650371,5.837692879,3234.565942,3,-1.746386296,3563.914675,4,NPK,20,61.5,Variety_B,43.0781568,34.85345142
71,17,19.9191786,21.47324158,5.74644777,82.68554379,16.29514082,Tillering,4.568169365,33.68111058,8.10715971,3242.673101,1,-0.189466212,3573.241271,2,NPK,20,49.5,Variety_B,42.55216089,58.2683213
79,20,20.27514686,23.2353604,5.877347515,139.7521543,16.00374315,Maturity,1.469724603,31.8221003,8.139445004,3250.812546,4,-0.38906037,3582.282271,5,NPK,20,58.5,Variety_B,46.85414745,55.05223352
63,17,15.77370214,19.2303162,5.979973965,108.3441414,13.9007346,Panicle Initiation,4.28869384,48.15183753,4.837218368,3255.649765,2,1.551205485,3588.938459,3,NPK,20,50.5,Variety_B,39.31262334,83.30267893
80,22,16.71170642,19.17651433,5.635993966,96.77285817,14.38353999,Panicle Initiation,3.882225154,28.06178433,5.547623206,3261.197388,2,-0.841211337,3595.079613,3,NPK,20,63,Variety_B,44.65453611,48.54688689
60,22,17.66148158,18.15302753,5.635231778,100.6711761,14.10889076,Maturity,2.513364546,43.15840632,5.885186169,3267.082574,4,0.961985389,3602.595939,5,NPK,20,58,Variety_B,41.52224546,74.66404293
75,21,18.50692825,23.61670065,5.679224346,87.0513289,15.56571402,Maturity,3.549741489,40.26249074,7.036321134,3274.118895,4,0.616854051,3611.668637,5,NPK,20,56,Variety_B,45.51865623,69.65410898
77,23,24.51324787,20.81527638,5.670062975,64.19497947,22.84871129,Panicle Initiation,1.458577313,40.72394062,13.68097958,3287.799875,2,0.666657029,3622.258452,3,NPK,20,58.5,Variety_B,47.61497512,70.45241727
72,18,18.87614998,24.54038287,5.724242065,105.4120514,17.71296705,Maturity,1.38468914,34.72236399,8.294558513,3296.094433,4,-0.04341083,3633.479122,5,NPK,20,63.5,Variety_B,46.75519667,60.0696897
73,20,21.59343016,20.31871249,5.811314232,61.13872036,19.88076007,Germination,2.774860664,24.0510728,10.73709511,3306.831528,0,-1.230438885,3642.606389,1,NPK,20,66.5,Variety_B,46.88351685,41.60835594
77,17,20.12373284,24.45202552,5.783425416,106.158201,18.44520112,Germination,4.03660836,26.66892213,9.284466978,3316.115995,0,-0.919573854,3654.152604,1,NPK,20,51.5,Variety_B,45.14556115,46.13723528
62,23,15.43546065,18.37477907,5.607808432,139.0302034,10.77677756,Maturity,4.355022187,22.74302134,3.106119105,3319.222115,4,-1.471092833,3662.577137,5,NPK,20,43,Variety_B,38.12625885,39.34542692
59,22,22.64236876,21.59396123,5.946999529,122.3886015,18.06981677,Flowering,3.414884631,45.64215915,10.35609277,3329.578207,3,1.220836418,3671.993092,4,NPK,20,57,Variety_B,45.12212784,78.96093533
59,19,21.98560799,24.87304788,5.852046999,129.5650601,20.20906976,Germination,3.956661363,24.4538463,11.09733887,3340.675546,0,-1.182610236,3681.632208,1,NPK,20,50.5,Variety_B,44.54199534,42.3051541
62,22,20.53052663,18.09224048,5.824090984,120.4509288,16.77621642,Tillering,1.536975637,40.11863841,8.653371523,3349.328918,1,0.516068094,3689.865893,2,NPK,20,45,Variety_B,40.35278548,69.40524445
63,20,15.78601387,21.14544088,5.502999119,95.17028129,13.64656934,Flowering,4.095203961,41.50895187,4.716291605,3354.045209,3,0.73980754,3700.140413,4,NPK,20,54,Variety_B,41.28892546,71.81048674
79,23,19.6365349,19.68751084,5.821649914,96.65888933,18.34002347,Panicle Initiation,4.361946204,39.10368732,8.988279185,3363.033488,2,0.473709743,3709.395435,3,NPK,20,54.5,Variety_B,44.59135933,67.64937906
72,17,20.57341244,19.7520218,5.711439256,87.87869161,16.45088856,Germination,2.160636974,28.94572797,8.512150502,3371.545639,0,-0.649207141,3714.706276,1,NPK,20,48.5,Variety_B,41.83223943,50.07610939
64,15,20.16080524,24.84207559,5.514927264,138.2362122,18.18650283,Germination,2.141721551,25.49555598,9.173654035,3380.719293,0,-1.058909032,3724.861015,1,NPK,20,53,Variety_B,43.79431625,44.10731185
66,23,21.53989176,24.25386207,5.99616119,120.6913038,16.75777491,Maturity,1.890347305,25.78906828,9.148833337,3389.868126,4,-1.108069041,3738.758474,5,NPK,20,58.5,Variety_B,47.24058445,44.61508812
57,18,15.53834801,23.75560241,5.695422863,107.3850593,12.53293565,Germination,1.017973726,22.09281113,4.035641831,3393.903768,0,-1.462979034,3738.921742,1,NPK,20,53.5,Variety_B,41.51039413,38.22056325
56,22,19.91853092,20.70099804,5.833010958,108.6434544,15.36490768,Germination,1.389135583,44.3692927,7.641719298,3401.545487,0,1.182314204,3747.934623,1,NPK,20,52.5,Variety_B,42.31771796,76.75887637
77,24,20.76952209,18.93146941,5.568456899,109.0193712,16.63372824,Tillering,3.231513376,46.27757173,8.701625166,3410.247113,1,1.191069252,3760.478626,2,NPK,20,59,Variety_B,45.41461768,80.06019909
65,15,23.46168338,23.22197648,5.645435626,95.84253438,20.15853133,Maturity,2.774097001,39.71152873,11.81010736,3422.05722,4,0.551191137,3775.831317,5,NPK,20,40,Variety_B,41.88292297,68.7009447
72,21,24.32116642,21.0278674,5.821194486,60.27552528,21.54837053,Flowering,3.647542798,38.28447768,12.93476847,3434.991988,3,0.364538385,3789.639531,4,NPK,20,53,Variety_B,45.73511696,66.23214639
60,23,20.12574053,24.96969858,5.659254981,100.0497183,18.22252654,Tillering,4.911354463,23.24598561,9.174133537,3444.166122,1,-1.333125524,3799.077476,2,NPK,20,58.5,Variety_B,46.23069849,40.21555511
80,19,21.80619564,18.57086554,5.945465949,125.0972687,19.04713463,Maturity,1.098130334,28.68082085,10.42666513,3454.592787,4,-0.763433845,3809.690917,5,NPK,20,54,Variety_B,44.1751906,49.61782007
72,20,19.52226241,24.92607153,5.951177452,113.334026,15.68485379,Panicle Initiation,1.166891309,30.22151491,7.603558099,3462.196345,2,-0.584020592,3816.363237,3,NPK,20,51.5,Variety_B,45.3426472,52.28322079
67,24,17.00067625,19.90790546,5.520880014,103.2926407,12.06248565,Maturity,1.903769435,48.39051516,4.531580949,3466.727926,4,1.585541108,3824.631696,5,NPK,20,47,Variety_B,40.96675124,83.71559123
69,23,16.78791503,24.96881755,5.578410206,75.45328039,15.0648519,Panicle Initiation,2.817280818,49.75410675,5.926383464,3472.65431,2,1.742011143,3830.47159,3,NPK,20,63.5,Variety_B,46.74662091,86.07460468
77,25,24.84906168,22.89464642,5.608165195,62.21292186,20.73517978,Tillering,3.890946516,26.86304922,12.79212073,3485.44643,1,-0.936705885,3844.337377,2,NPK,20,52.5,Variety_B,47.951847,46.47307515
62,19,16.51783455,20.4555596,5.609435128,98.77794225,14.36901177,Tillering,1.269892801,34.88679924,5.443423159,3490.889854,1,-0.057326246,3848.159746,2,NPK,20,52,Variety_B,40.6005747,60.35416269
71,17,18.15300153,19.38602098,5.509295379,107.6907964,14.23472912,Tillering,1.668306631,46.75343906,6.193865323,3497.083719,1,1.243222926,3855.752025,2,NPK,20,55,Variety_B,41.75978833,80.88344957
79,25,23.18864385,22.3104551,5.902033406,63.38208822,19.26713141,Flowering,1.863434167,38.24704615,11.22788763,3508.311606,3,0.360182048,3870.175041,4,NPK,20,67.5,Variety_B,50.37190513,66.16738984
59,18,23.38002569,21.98879437,5.744117663,87.66898664,18.97715149,Maturity,2.261487142,42.00045371,11.17858859,3519.490195,4,0.823982148,3883.751682,5,NPK,20,55.5,Variety_B,44.39287806,72.66078492
63,17,18.358923,19.37703396,5.717143397,138.414764,16.73129725,Maturity,1.826193558,25.12731146,7.545110127,3527.035305,4,-1.186936331,3891.861499,5,NPK,20,46,Variety_B,39.36237222,43.47024883
56,20,19.25975367,20.51346956,5.542690119,94.9533526,17.32340189,Panicle Initiation,4.601354967,39.16094189,8.291577782,3535.326883,2,0.480527883,3901.928238,3,NPK,20,51.5,Variety_B,41.18625032,67.74842947
63,24,22.95458237,24.03553105,5.858617867,107.7315386,18.70225159,Panicle Initiation,2.025692662,23.81414396,10.82841698,3546.1553,2,-1.347040076,3911.180993,3,NPK,20,47,Variety_B,45.21476919,41.19846905
67,22,20.120043,22.89845607,5.618844277,104.6252153,17.18426262,Maturity,3.432424515,34.24848169,8.652152808,3554.807453,4,-0.099887488,3924.239877,5,NPK,20,56.5,Variety_B,45.2685518,59.24987332
71,24,21.14011423,22.7182355,5.606620346,141.6056722,18.27784205,Maturity,1.427613745,46.23123599,9.70897814,3564.516431,4,1.32820111,3932.944045,5,NPK,20,53,Variety_B,45.67913565,79.98003826
74,15,24.92360104,18.22590825,5.582178402,62.7089169,21.78831069,Panicle Initiation,4.96245466,49.9920715,13.35595586,3577.872387,2,1.770349091,3948.834841,3,NPK,20,63,Variety_B,45.43170158,86.4862837
76,24,15.33042636,24.91506728,5.56503533,135.3315583,14.2357832,Flowering,3.884167007,44.82337075,4.783104779,3582.655492,3,1.125544592,3954.539659,4,NPK,20,62.5,Variety_B,46.82872538,77.5444314
66,17,18.81097271,21.27833035,5.889614577,125.084915,16.25132019,Germination,4.427009857,41.2178156,7.531146448,3590.186638,0,0.808081807,3960.613648,1,NPK,20,58.5,Variety_B,43.39732301,71.30682099
69,15,23.44260668,22.77255917,5.934136378,107.4137246,20.63411411,Maturity,4.152734832,30.19143922,12.03836039,3602.224998,4,-0.583400372,3977.377733,5,NPK,20,52,Variety_B,44.62380408,52.23118985
65,16,22.8352024,18.97267518,5.683548308,63.59276673,19.33389592,Flowering,4.895718702,27.2397559,11.08454916,3613.309548,3,-0.920862941,3989.205266,4,NPK,20,59,Variety_B,43.53054753,47.12477771
74,15,24.9035819,22.27512704,5.70836603,146.4727237,22.67050406,Maturity,1.049727812,26.80775733,13.78704298,3627.096591,4,-0.986663045,4001.146318,5,NPK,20,53.5,Variety_B,45.6240159,46.37742018
67,25,23.78709569,24.35679348,5.948164454,119.6404412,20.9451047,Panicle Initiation,4.440812199,26.38149993,12.3661002,3639.462691,2,-1.041307406,4015.903503,3,NPK,20,48,Variety_B,46.56213369,45.63999488
56,25,22.05592283,19.60379304,5.774755144,126.7265372,18.28525951,Flowering,1.880428756,31.47324719,10.17059117,3649.633282,3,-0.42816286,4025.513711,4,NPK,20,59,Variety_B,44.48911874,54.44871764
59,15,18.87492997,20.18238348,5.97229163,134.1811718,14.74057159,Tillering,2.586550271,21.6883728,6.807750781,3656.441033,1,-1.503835353,4032.027583,2,NPK,20,39.5,Variety_B,38.02453871,37.52088494
61,21,18.62328774,23.02410338,5.532100554,135.3378033,14.15997514,Tillering,1.567130994,39.0616488,6.391631439,3662.832664,1,0.40022511,4038.399795,2,NPK,20,46.5,Variety_B,41.88062712,67.57665242
80,20,23.00884744,18.86880997,5.669560726,100.118612,19.1386195,Flowering,3.357751331,37.33753139,11.07373347,3673.906398,3,0.254331353,4054.264149,4,NPK,20,61,Variety_B,46.2396804,64.5939293
61,19,19.33162606,24.13995025,5.655726817,68.51253427,18.00239043,Tillering,4.620346882,24.72914761,8.667008243,3682.573406,1,-1.170575288,4063.193753,2,NPK,20,46,Variety_B,42.29606164,42.78142537
74,21,16.24469193,21.35793891,5.591704014,66.97053257,11.59850777,Panicle Initiation,3.777946808,24.74965155,3.921599849,3686.495006,2,-1.235635488,4068.272952,3,NPK,20,50,Variety_B,42.13186864,42.81689718
69,22,17.91652287,24.90814655,5.932323085,69.14681022,13.79014053,Flowering,3.185213503,27.62315269,5.8533317,3692.348337,3,-0.876242647,4075.533551,4,NPK,20,59,Variety_B,46.28007627,47.78805415
75,18,15.46789263,21.43780702,5.824208309,88.88796102,12.61240152,Tillering,4.552408975,49.54104298,4.040147075,3696.388484,1,1.5487362,4079.940893,2,NPK,20,62,Variety_B,43.90058555,85.70600436
68,20,17.06104474,23.77201471,5.86442953,81.83420522,14.61110425,Maturity,1.774775303,34.13462026,5.836074494,3702.224559,4,-0.113457341,4086.999334,5,NPK,20,62,Variety_B,45.42908297,59.05289305
65,16,21.32776028,18.48522915,5.866744372,109.1013261,19.25753156,Maturity,1.795172763,40.59500086,10.29264592,3712.517205,4,0.656482161,4098.312378,5,NPK,20,43,Variety_B,39.59376531,70.22935149
79,15,23.90910104,20.74619325,5.706198621,81.60211243,20.97099769,Maturity,2.085855433,40.36308148,12.44004937,3724.957254,4,0.628842321,4112.04311,5,NPK,20,63,Variety_B,46.86045621,69.82813096
78,22,23.89756791,22.74378977,5.940546818,112.6616435,20.95418934,Maturity,3.308362921,43.24288506,12.42587863,3737.383133,4,0.972053452,4126.691496,5,NPK,20,55.5,Variety_B,47.79525014,74.81019115
55,22,22.98666928,20.57940608,5.916779289,143.8584938,18.5002228,Panicle Initiation,2.586174968,33.4590358,10.74344604,3748.126579,2,-0.19848157,4135.712754,3,NPK,20,38.5,Variety_B,40.63443833,57.88413193
59,15,21.35135729,22.91244883,5.779090476,146.4548645,18.51841586,Germination,1.97896578,31.66874071,9.934886575,3758.061465,0,-0.325854139,4144.040431,1,NPK,20,44,Variety_B,41.16422162,54.78692143
68,23,24.1638445,19.27907819,5.82738029,116.7324324,21.02366897,Tillering,2.313045438,48.80799383,12.59375674,3770.655222,1,1.468396147,4158.968268,2,NPK,20,60,Variety_B,46.20150507,84.43782933
68,19,24.62835037,18.18325169,5.514234138,149.7441028,21.72778962,Maturity,1.879051519,37.8042531,13.17807,3783.833292,4,0.323884583,4175.712344,5,NPK,20,59.5,Variety_B,44.75150648,65.40135786
64,17,21.02213209,24.93896255,5.662699104,124.6118471,19.59142263,Panicle Initiation,3.403758412,38.83409359,10.30677736,3794.14007,2,0.44160527,4186.543828,3,NPK,20,49,Variety_B,43.87595357,67.18298191
